type_hotel,location,rating,reviewer,distance,type_bed,area,price
565,apartment,"
No 58, Truong Cong Giai Street, Cau Giay District, Cau Giay, Hà Nội, Việt Nam
","8,6", · 116 đánh giá,"
6,4 km
",,Căn hộ nguyên căn,"
VND 1.588.698
"
566,apartment,"
No 58, Truong Cong Giai Street, Cau Giay District, Cau Giay, Hà Nội, Việt Nam
","8,6", · 116 đánh giá,"
6,4 km
",,Căn hộ nguyên căn,"
VND 1.827.003
"
567,apartment,"
No 58, Truong Cong Giai Street, Cau Giay District, Cau Giay, Hà Nội, Việt Nam
","8,6", · 116 đánh giá,"
6,4 km
",,Căn hộ nguyên căn,"
VND 1.688.867
"
568,apartment,"
59 Nguyen Khac Hieu, Truc Bach, Ba Dinh, Quận Ba Đình, Hà Nội, Việt Nam
","9,0", · 200 đánh giá,0,,Căn hộ nguyên căn,"
VND 1.200.000
"
569,apartment,"
59 Nguyen Khac Hieu, Truc Bach, Ba Dinh, Quận Ba Đình, Hà Nội, Việt Nam
","9,0", · 200 đánh giá,0,,Căn hộ nguyên căn,"
VND 1.260.000
"
570,apartment,"
59 Nguyen Khac Hieu, Truc Bach, Ba Dinh, Quận Ba Đình, Hà Nội, Việt Nam
","9,0", · 200 đánh giá,0,,Căn hộ nguyên căn,"
VND 1.380.000
"
572,apartment,"
Số 1 ngõ 7 Liễu Giai, Quận Ba Đình, Hà Nội, Việt Nam
","9,0", · 56 đánh giá,"
3,9 km
","
1 giường đôi cực lớn

",Studio nguyên căn,"
VND 1.700.000
"
574,apartment,"
52 Phạm Hùng, Hà Nội, Việt Nam
",0,0,"
7,4 km
",,Căn hộ nguyên căn,"
VND 3.400.000
"
575,hotel,"
111 Hoang Ngan, Quận Thanh Xuân, Hà Nội, Việt Nam
","7,3", · 28 đánh giá,"
5 km
","
1 giường đôi

",30 m²,"
VND 336.000
"
576,hotel,"
111 Hoang Ngan, Quận Thanh Xuân, Hà Nội, Việt Nam
","7,3", · 28 đánh giá,"
5 km
","
2 giường đơn

",30 m²,"
VND 348.000
"
577,hotel,"
111 Hoang Ngan, Quận Thanh Xuân, Hà Nội, Việt Nam
","7,3", · 28 đánh giá,"
5 km
","
3 giường đơn

",40 m²,"
VND 366.000
"
578,hotel,"
212a Hàng Bông, Quận Hoàn Kiếm, Hà Nội, Việt Nam
","9,0", · 940 đánh giá,"
1,8 km
","
1 giường đôi cực lớn

",25 m²,"
VND 452.088
"
579,hotel,"
212a Hàng Bông, Quận Hoàn Kiếm, Hà Nội, Việt Nam
","9,0", · 940 đánh giá,"
1,8 km
","
2 giường đôi

",25 m²,"
VND 799.848
"
580,hotel,"
212a Hàng Bông, Quận Hoàn Kiếm, Hà Nội, Việt Nam
","9,0", · 940 đánh giá,"
1,8 km
","
1 giường đôi cực lớn

",25 m²,"
VND 999.810
"
581,hotel,"
212a Hàng Bông, Quận Hoàn Kiếm, Hà Nội, Việt Nam
","9,0", · 940 đánh giá,"
1,8 km
","
2 giường đôi

",50 m²,"
VND 904.176
"
582,hotel,"
212a Hàng Bông, Quận Hoàn Kiếm, Hà Nội, Việt Nam
","9,0", · 940 đánh giá,"
1,8 km
","
2 giường đơn

",50 m²,"
VND 1.130.220
"
583,hotel,"
44 Phố Dịch Vọng Hậu, Cau Giay, Hà Nội, Việt Nam
","8,9", · 430 đánh giá,"
6,8 km
","
2 giường đôi cực lớn

",Căn hộ nguyên căn,"
VND 804.000
"
584,hotel,"
44 Phố Dịch Vọng Hậu, Cau Giay, Hà Nội, Việt Nam
","8,9", · 430 đánh giá,"
6,8 km
","
1 giường sofa

",Căn hộ nguyên căn,"
VND 948.000
"
585,hotel,"
44 Phố Dịch Vọng Hậu, Cau Giay, Hà Nội, Việt Nam
","8,9", · 430 đánh giá,"
6,8 km
","
2 giường đơn

",Căn hộ nguyên căn,"
VND 948.000
"
588,hotel,"
36D, Dich Vong Hau Street, Cau Giay District, Cau Giay, Hà Nội, Việt Nam
","7,3", · 26 đánh giá,"
6,8 km
","
1 giường đôi lớn

",25 m²,"
VND 765.000
"
589,hotel,"
36D, Dich Vong Hau Street, Cau Giay District, Cau Giay, Hà Nội, Việt Nam
","7,3", · 26 đánh giá,"
6,8 km
","
2 giường đơn

",28 m²,"
VND 850.000
"
590,hotel,"
36D, Dich Vong Hau Street, Cau Giay District, Cau Giay, Hà Nội, Việt Nam
","7,3", · 26 đánh giá,"
6,8 km
","
1 giường đôi lớn

",40 m²,"
VND 765.000
"
591,hotel,"
No 34, lane 2, Tran Van Lai St, My Dinh 1 ward, Nam Tu Liem Dist, Hanoi, Vietnam, Hà Nội, Việt Nam
","7,3", · 69 đánh giá,"
7,9 km
","
1 giường đôi lớn

",Studio nguyên căn,"
                VND 484.549
            "
592,hotel,"
No 34, lane 2, Tran Van Lai St, My Dinh 1 ward, Nam Tu Liem Dist, Hanoi, Vietnam, Hà Nội, Việt Nam
","7,3", · 69 đánh giá,"
7,9 km
","
1 giường đôi lớn

",Căn hộ nguyên căn,"
VND 550.000
"
593,hotel,"
No 34, lane 2, Tran Van Lai St, My Dinh 1 ward, Nam Tu Liem Dist, Hanoi, Vietnam, Hà Nội, Việt Nam
","7,3", · 69 đánh giá,"
7,9 km
","
1 giường đôi lớn

",Studio nguyên căn,"
VND 650.000
"
594,hotel,"
No 34, lane 2, Tran Van Lai St, My Dinh 1 ward, Nam Tu Liem Dist, Hanoi, Vietnam, Hà Nội, Việt Nam
","7,3", · 69 đánh giá,"
7,9 km
","
1 giường đôi lớn

",0,"
VND 750.000
"
595,hotel,"
4 Vu Huu Loi Street, Quận Hai Bà Trưng, Hà Nội, Việt Nam
","8,6", · 360 đánh giá,"
2,2 km
","
2 giường đơn

",25 m²,"
                VND 710.331
            "
596,hotel,"
4 Vu Huu Loi Street, Quận Hai Bà Trưng, Hà Nội, Việt Nam
","8,6", · 360 đánh giá,"
2,2 km
","
1 giường đôi cực lớn

",28 m²,"
VND 749.250
"
597,hotel,"
4 Vu Huu Loi Street, Quận Hai Bà Trưng, Hà Nội, Việt Nam
","8,6", · 360 đánh giá,"
2,2 km
","
2 giường đơn

",50 m²,"
VND 882.450
"
598,hotel,"
4 Vu Huu Loi Street, Quận Hai Bà Trưng, Hà Nội, Việt Nam
","8,6", · 360 đánh giá,"
2,2 km
","
1 giường đôi cực lớn

",0,"
VND 2.664.000
"
599,hotel,"
17A Tran Hung Dao Street, Quận Hoàn Kiếm, Hà Nội, Việt Nam
","9,1", · 15 đánh giá,0,"
1 giường đôi lớn

",27 m²,"
VND 1.449.000
"
600,hotel,"
17A Tran Hung Dao Street, Quận Hoàn Kiếm, Hà Nội, Việt Nam
","9,1", · 15 đánh giá,0,"
1 giường đôi lớn

",30 m²,"
VND 1.575.000
"
601,hotel,"
17A Tran Hung Dao Street, Quận Hoàn Kiếm, Hà Nội, Việt Nam
","9,1", · 15 đánh giá,0,"
2 giường đơn

",27 m²,"
VND 1.998.000
"
602,hotel,"
17A Tran Hung Dao Street, Quận Hoàn Kiếm, Hà Nội, Việt Nam
","9,1", · 15 đánh giá,0,"
1 giường đôi lớn

",27 m²,"
VND 1.998.000
"
603,hotel,"
17A Tran Hung Dao Street, Quận Hoàn Kiếm, Hà Nội, Việt Nam
","9,1", · 15 đánh giá,0,"
1 giường đôi lớn

",37 m²,"
VND 2.538.000
"
604,hotel,"
17A Tran Hung Dao Street, Quận Hoàn Kiếm, Hà Nội, Việt Nam
","9,1", · 15 đánh giá,0,"
1 giường đôi lớn

",41 m²,"
VND 2.538.000
"
605,hotel,"
17A Tran Hung Dao Street, Quận Hoàn Kiếm, Hà Nội, Việt Nam
","9,1", · 15 đánh giá,0,"
1 giường đôi lớn

",47 m²,"
VND 2.862.000
"
606,hotel,"
29 Liễu Giai Vinhomes metropolis, Quận Ba Đình, Hà Nội, Việt Nam
","9,2", · 19 đánh giá,"
3,9 km
",,Căn hộ nguyên căn,"
VND 1.799.000
"
607,hotel,"
104 Ma May Str, Hoan Kiem District, Quận Hoàn Kiếm, Hà Nội, Việt Nam
","9,5", · 598 đánh giá,"
4,7 km
","
2 giường đơn

",25 m²,"
                VND 694.071
            "
608,hotel,"
104 Ma May Str, Hoan Kiem District, Quận Hoàn Kiếm, Hà Nội, Việt Nam
","9,5", · 598 đánh giá,"
4,7 km
",,28 m²,"
VND 722.000
"
609,hotel,"
104 Ma May Str, Hoan Kiem District, Quận Hoàn Kiếm, Hà Nội, Việt Nam
","9,5", · 598 đánh giá,"
4,7 km
",,0,"
VND 833.500
"
610,hotel,"
12B Ngõ Bà Triệu, Quận Hai Bà Trưng, Hà Nội, Việt Nam, Quận Hai Bà Trưng, Hà Nội, Việt Nam
","8,5", · 95 đánh giá,"
2,8 km
","
1 giường đôi cực lớn

",28 m²,"
VND 483.000
"
611,hotel,"
12B Ngõ Bà Triệu, Quận Hai Bà Trưng, Hà Nội, Việt Nam, Quận Hai Bà Trưng, Hà Nội, Việt Nam
","8,5", · 95 đánh giá,"
2,8 km
","
1 giường đôi cực lớn

",30 m²,"
VND 553.000
"
612,hotel,"
19 Au Trieu, Quận Hoàn Kiếm, Hà Nội, Việt Nam
","8,0", · 34 đánh giá,"
2 km
","
1 giường đôi lớn

",24 m²,"
VND 504.000
"
613,hotel,"
19 Au Trieu, Quận Hoàn Kiếm, Hà Nội, Việt Nam
","8,0", · 34 đánh giá,"
2 km
","
2 giường đơn

",24 m²,"
VND 588.000
"
614,hotel,"
19 Au Trieu, Quận Hoàn Kiếm, Hà Nội, Việt Nam
","8,0", · 34 đánh giá,"
2 km
","
1 giường đôi lớn

",30 m²,"
VND 672.000
"
615,hotel,"
19 Au Trieu, Quận Hoàn Kiếm, Hà Nội, Việt Nam
","8,0", · 34 đánh giá,"
2 km
","
2 giường đôi lớn

",36 m²,"
VND 756.000
"
616,hotel,"
19 Au Trieu, Quận Hoàn Kiếm, Hà Nội, Việt Nam
","8,0", · 34 đánh giá,"
2 km
","
1 giường đôi lớn

",39 m²,"
VND 840.000
"
617,hotel,"
No 25 Lane 6 Tran Quoc Hoan, Dich Vong Hau, Cau Giay, Hà Nội, Việt Nam
","8,9", · 302 đánh giá,"
6,6 km
",,Căn hộ nguyên căn,"
VND 666.750
"
618,hotel,"
No 25 Lane 6 Tran Quoc Hoan, Dich Vong Hau, Cau Giay, Hà Nội, Việt Nam
","8,9", · 302 đánh giá,"
6,6 km
",,Căn hộ nguyên căn,"
VND 800.100
"
619,hotel,"
No 25 Lane 6 Tran Quoc Hoan, Dich Vong Hau, Cau Giay, Hà Nội, Việt Nam
","8,9", · 302 đánh giá,"
6,6 km
",,Căn hộ nguyên căn,"
VND 1.146.950
"
620,hotel,"
Số 1 ngõ 7 Liễu Giai, Quận Ba Đình, Hà Nội, Việt Nam
","9,0", · 56 đánh giá,"
3,9 km
","
1 giường đôi cực lớn

",Studio nguyên căn,"
VND 850.000
"
622,hotel,"
26 - 28 - 30 Nha Chung, Hang Trong, Hoan Kiem, Quận Hoàn Kiếm, Hà Nội, Việt Nam
","9,2", · 255 đánh giá,0,"
1 giường đôi lớn

",25 m²,"
VND 1.731.015
"
623,hotel,"
26 - 28 - 30 Nha Chung, Hang Trong, Hoan Kiem, Quận Hoàn Kiếm, Hà Nội, Việt Nam
","9,2", · 255 đánh giá,0,"
1 giường đôi lớn

",30 m²,"
VND 1.839.204
"
624,hotel,"
Số 17A  Ngõ 71  Phố Đỗ Quang , Phường Trung Hòa, Quận Cầu Giấy, Cau Giay, Hà Nội, Việt Nam
","8,5", · 7 đánh giá,"
5,4 km
","
1 giường đôi lớn

",25 m²,"
VND 778.275
"
625,hotel,"
Số 17A  Ngõ 71  Phố Đỗ Quang , Phường Trung Hòa, Quận Cầu Giấy, Cau Giay, Hà Nội, Việt Nam
","8,5", · 7 đánh giá,"
5,4 km
","
1 giường đôi lớn

",30 m²,"
VND 882.225
"
626,hotel,"
Số 17A  Ngõ 71  Phố Đỗ Quang , Phường Trung Hòa, Quận Cầu Giấy, Cau Giay, Hà Nội, Việt Nam
","8,5", · 7 đánh giá,"
5,4 km
","
2 giường đơn

",30 m²,"
VND 986.175
"
627,hotel,"
Số 17A  Ngõ 71  Phố Đỗ Quang , Phường Trung Hòa, Quận Cầu Giấy, Cau Giay, Hà Nội, Việt Nam
","8,5", · 7 đánh giá,"
5,4 km
","
1 giường đôi lớn

",30 m²,"
VND 986.175
"
628,hotel,"
491 - 493 Lac Long Quan Street, Quận Tây Hồ, Hà Nội, Việt Nam
","7,4", · 30 đánh giá,0,"
1 giường đôi lớn

",25 m²,"
                VND 759.111
            "
629,hotel,"
491 - 493 Lac Long Quan Street, Quận Tây Hồ, Hà Nội, Việt Nam
","7,4", · 30 đánh giá,0,"
2 giường đơn

",30 m²,"
VND 855.000
"
630,hotel,"
491 - 493 Lac Long Quan Street, Quận Tây Hồ, Hà Nội, Việt Nam
","7,4", · 30 đánh giá,0,"
1 giường đôi lớn

",35 m²,"
VND 1.035.000
"
631,hotel,"
491 - 493 Lac Long Quan Street, Quận Tây Hồ, Hà Nội, Việt Nam
","7,4", · 30 đánh giá,0,"
2 giường đơn

",0,"
VND 1.215.000
"
632,hotel,"
765A Nguyen Van Linh, Sai Dong Ward, Long Bien District, Quận Long Biên, Hà Nội, Việt Nam
","9,0", · 28 đánh giá,0,"
1 giường đôi lớn

",25 m²,"
VND 1.100.000
"
633,hotel,"
765A Nguyen Van Linh, Sai Dong Ward, Long Bien District, Quận Long Biên, Hà Nội, Việt Nam
","9,0", · 28 đánh giá,0,"
1 giường đôi lớn

",32 m²,"
VND 1.300.000
"
634,hotel,"
765A Nguyen Van Linh, Sai Dong Ward, Long Bien District, Quận Long Biên, Hà Nội, Việt Nam
","9,0", · 28 đánh giá,0,"
1 giường đôi

",32 m²,"
VND 1.300.000
"
635,hotel,"
83/10 Xa Dan Street, Dong Da Dist., Hanoi, Quận Đống Đa, Hà Nội, Việt Nam
","7,5", · 33 đánh giá,"
3 km
","
1 giường đôi lớn

",18 m²,"
VND 240.000
"
636,hotel,"
83/10 Xa Dan Street, Dong Da Dist., Hanoi, Quận Đống Đa, Hà Nội, Việt Nam
","7,5", · 33 đánh giá,"
3 km
","
1 giường đôi lớn

",18 m²,"
VND 680.000
"
637,hotel,"
83/10 Xa Dan Street, Dong Da Dist., Hanoi, Quận Đống Đa, Hà Nội, Việt Nam
","7,5", · 33 đánh giá,"
3 km
","
1 giường đôi lớn

",22 m²,"
VND 800.000
"
638,hotel,"
83/10 Xa Dan Street, Dong Da Dist., Hanoi, Quận Đống Đa, Hà Nội, Việt Nam
","7,5", · 33 đánh giá,"
3 km
","
2 giường đơn

",22 m²,"
VND 800.000
"
639,hotel,"
83/10 Xa Dan Street, Dong Da Dist., Hanoi, Quận Đống Đa, Hà Nội, Việt Nam
","7,5", · 33 đánh giá,"
3 km
","
1 giường đôi lớn

",25 m²,"
VND 1.144.000
"
640,hotel,"
83/10 Xa Dan Street, Dong Da Dist., Hanoi, Quận Đống Đa, Hà Nội, Việt Nam
","7,5", · 33 đánh giá,"
3 km
","
2 giường đơn

",25 m²,"
VND 916.000
"
641,hotel,"
83/10 Xa Dan Street, Dong Da Dist., Hanoi, Quận Đống Đa, Hà Nội, Việt Nam
","7,5", · 33 đánh giá,"
3 km
","
1 giường đôi

",30 m²,"
VND 1.376.000
"
642,hotel,"
20 Lo Su Street , Quận Hoàn Kiếm, Hà Nội, Việt Nam
","9,2", · 669 đánh giá,0,"
2 giường đơn

",22 m²,"
VND 940.500
"
643,hotel,"
20 Lo Su Street , Quận Hoàn Kiếm, Hà Nội, Việt Nam
","9,2", · 669 đánh giá,0,"
1 giường đôi

",32 m²,"
VND 1.402.500
"
644,hotel,"
20 Lo Su Street , Quận Hoàn Kiếm, Hà Nội, Việt Nam
","9,2", · 669 đánh giá,0,"
2 giường đôi lớn

",40 m²,"
VND 1.815.000
"
645,hotel,"
20 Lo Su Street , Quận Hoàn Kiếm, Hà Nội, Việt Nam
","9,2", · 669 đánh giá,0,"
2 giường đôi lớn

",45 m²,"
VND 1.633.500
"
646,hotel,"
20 Lo Su Street , Quận Hoàn Kiếm, Hà Nội, Việt Nam
","9,2", · 669 đánh giá,0,"
2 giường đơn

",32 m²,"
VND 2.266.440
"
647,hotel,"
20 Lo Su Street , Quận Hoàn Kiếm, Hà Nội, Việt Nam
","9,2", · 669 đánh giá,0,"
1 giường đôi lớn

",45 m²,"
VND 2.039.796
"
648,hotel,"
5 Tu Hoa Street, Tay Ho District, Quận Tây Hồ, Hà Nội, Việt Nam
","8,7", · 357 đánh giá,0,"
2 giường đơn

",43 m²,"
VND 3.912.300
"
649,hotel,"
5 Tu Hoa Street, Tay Ho District, Quận Tây Hồ, Hà Nội, Việt Nam
","8,7", · 357 đánh giá,0,"
1 giường đôi cực lớn

",43 m²,"
VND 4.452.300
"
650,hotel,"
5 Tu Hoa Street, Tay Ho District, Quận Tây Hồ, Hà Nội, Việt Nam
","8,7", · 357 đánh giá,0,"
2 giường đơn

",43 m²,"
VND 4.825.170
"
651,hotel,"
5 Tu Hoa Street, Tay Ho District, Quận Tây Hồ, Hà Nội, Việt Nam
","8,7", · 357 đánh giá,0,"
1 giường đôi cực lớn

",60 m²,"
VND 4.433.940
"
652,hotel,"
5 Tu Hoa Street, Tay Ho District, Quận Tây Hồ, Hà Nội, Việt Nam
","8,7", · 357 đánh giá,0,"
2 giường đơn

",80 m²,"
VND 4.973.940
"
653,hotel,"
7 Đường Cao Tốc 08, Hà Nội, Việt Nam
",0,0,0,,Căn hộ nguyên căn,"
VND 800.000
"
654,hotel,"
1 Thanh Nien Road, Quận Ba Đình, 10000 Hà Nội, Việt Nam
","8,7", · 299 đánh giá,"
3,1 km
","
1 giường đôi cực lớn

",35 m²,"
VND 2.579.351
"
655,hotel,"
1 Thanh Nien Road, Quận Ba Đình, 10000 Hà Nội, Việt Nam
","8,7", · 299 đánh giá,"
3,1 km
","
1 giường đôi cực lớn

",35 m²,"
VND 3.761.554
"
656,hotel,"
1 Thanh Nien Road, Quận Ba Đình, 10000 Hà Nội, Việt Nam
","8,7", · 299 đánh giá,"
3,1 km
","
1 giường đôi cực lớn

",35 m²,"
VND 2.583.037
"
657,hotel,"
1 Thanh Nien Road, Quận Ba Đình, 10000 Hà Nội, Việt Nam
","8,7", · 299 đánh giá,"
3,1 km
","
2 giường đơn

",35 m²,"
VND 3.766.929
"
658,hotel,"
1 Thanh Nien Road, Quận Ba Đình, 10000 Hà Nội, Việt Nam
","8,7", · 299 đánh giá,"
3,1 km
","
1 giường đôi cực lớn

",40 m²,"
VND 3.116.716
"
659,hotel,"
47 Nguyễn Như Đổ, Quận Đống Đa, Hà Nội, Việt Nam
","8,9", · 72 đánh giá,"
2,6 km
","
1 giường đôi cực lớn

",25 m²,"
VND 731.700
"
660,hotel,"
47 Nguyễn Như Đổ, Quận Đống Đa, Hà Nội, Việt Nam
","8,9", · 72 đánh giá,"
2,6 km
","
2 giường đơn

",30 m²,"
VND 855.250
"
661,hotel,"
47 Nguyễn Như Đổ, Quận Đống Đa, Hà Nội, Việt Nam
","8,9", · 72 đánh giá,"
2,6 km
","
1 giường đôi cực lớn

",35 m²,"
VND 1.034.000
"
662,hotel,"
47 Nguyễn Như Đổ, Quận Đống Đa, Hà Nội, Việt Nam
","8,9", · 72 đánh giá,"
2,6 km
","
2 giường đơn

",35 m²,"
VND 1.215.000
"
663,hotel,"
15A Trung Yen Lane - Dinh Liet, Quận Hoàn Kiếm, Hà Nội, Việt Nam
","8,8", · 234 đánh giá,"
4,7 km
","
2 giường đơn

",25 m²,"
                VND 508.475
            "
664,hotel,"
15A Trung Yen Lane - Dinh Liet, Quận Hoàn Kiếm, Hà Nội, Việt Nam
","8,8", · 234 đánh giá,"
4,7 km
","
1 giường đôi lớn

",35 m²,"
VND 540.000
"
665,hotel,"
15A Trung Yen Lane - Dinh Liet, Quận Hoàn Kiếm, Hà Nội, Việt Nam
","8,8", · 234 đánh giá,"
4,7 km
","
1 giường đơn

",35 m²,"
VND 652.500
"
666,hotel,"
15A Trung Yen Lane - Dinh Liet, Quận Hoàn Kiếm, Hà Nội, Việt Nam
","8,8", · 234 đánh giá,"
4,7 km
","
1 giường đôi lớn

",35 m²,"
VND 787.500
"
667,hotel,"
15A Trung Yen Lane - Dinh Liet, Quận Hoàn Kiếm, Hà Nội, Việt Nam
","8,8", · 234 đánh giá,"
4,7 km
","
2 giường đơn

",0,"
VND 945.000
"
668,hotel,"
254D Thuy Khue Street, Quận Tây Hồ, Hà Nội, Việt Nam
","8,5", · 107 đánh giá,0,"
1 giường đôi cực lớn

",Studio nguyên căn,"
VND 1.542.240
"
669,hotel,"
254D Thuy Khue Street, Quận Tây Hồ, Hà Nội, Việt Nam
","8,5", · 107 đánh giá,0,"
1 giường đôi cực lớn

",Studio nguyên căn,"
VND 1.632.960
"
670,hotel,"
254D Thuy Khue Street, Quận Tây Hồ, Hà Nội, Việt Nam
","8,5", · 107 đánh giá,0,"
1 giường đôi cực lớn

",Studio nguyên căn,"
VND 1.814.400
"
671,hotel,"
254D Thuy Khue Street, Quận Tây Hồ, Hà Nội, Việt Nam
","8,5", · 107 đánh giá,0,"
1 giường đôi cực lớn

",Căn hộ nguyên căn,"
VND 2.857.680
"
672,hotel,"
254D Thuy Khue Street, Quận Tây Hồ, Hà Nội, Việt Nam
","8,5", · 107 đánh giá,0,"
1 giường đôi cực lớn

",Căn hộ nguyên căn,"
VND 2.630.880
"
673,apartment,"
19 Phan Đình Phùng, Quận Ba Đình, 043 Hà Nội, Việt Nam
","6,6", · 10 đánh giá,0,"
1 giường đôi lớn

",20 m²,"
                        

    VND 700.808


					"
674,apartment,"
19 Phan Đình Phùng, Quận Ba Đình, 043 Hà Nội, Việt Nam
","6,6", · 10 đánh giá,0,"
2 giường đơn

",30 m²,"
VND 765.450
"
675,apartment,"
19 Phan Đình Phùng, Quận Ba Đình, 043 Hà Nội, Việt Nam
","6,6", · 10 đánh giá,0,"
2 giường đơn

",27 m²,"
VND 888.300
"
676,apartment,"
19 Phan Đình Phùng, Quận Ba Đình, 043 Hà Nội, Việt Nam
","6,6", · 10 đánh giá,0,"
1 giường đôi lớn

",0,"
VND 982.800
"
677,apartment,"
143 Kim Mã, Quận Ba Đình, Hà Nội, Việt Nam
","8,6", · 205 đánh giá,"
2,8 km
","
1 giường đôi cực lớn

",25 m²,"
VND 1.512.000
"
678,apartment,"
143 Kim Mã, Quận Ba Đình, Hà Nội, Việt Nam
","8,6", · 205 đánh giá,"
2,8 km
","
1 giường đôi cực lớn

",25 m²,"
VND 342.000
"
679,apartment,"
143 Kim Mã, Quận Ba Đình, Hà Nội, Việt Nam
","8,6", · 205 đánh giá,"
2,8 km
","
1 giường đôi cực lớn

",25 m²,"
VND 864.000
"
680,apartment,"
143 Kim Mã, Quận Ba Đình, Hà Nội, Việt Nam
","8,6", · 205 đánh giá,"
2,8 km
","
1 giường đôi cực lớn

",25 m²,"
VND 1.080.000
"
681,apartment,"
143 Kim Mã, Quận Ba Đình, Hà Nội, Việt Nam
","8,6", · 205 đánh giá,"
2,8 km
","
1 giường đôi cực lớn

",30 m²,"
VND 1.296.000
"
682,apartment,"
76 Yen Phu Street, Quận Tây Hồ, Hà Nội, Việt Nam
","8,3", · 104 đánh giá,"
3,5 km
","
1 giường đôi lớn

",23 m²,"
                        

    VND 1.584.192


					"
683,apartment,"
76 Yen Phu Street, Quận Tây Hồ, Hà Nội, Việt Nam
","8,3", · 104 đánh giá,"
3,5 km
","
2 giường đơn

",35 m²,"
VND 1.697.704
"
684,apartment,"
76 Yen Phu Street, Quận Tây Hồ, Hà Nội, Việt Nam
","8,3", · 104 đánh giá,"
3,5 km
","
1 giường đôi cực lớn

",23 m²,"
VND 2.237.882
"
685,apartment,"
76 Yen Phu Street, Quận Tây Hồ, Hà Nội, Việt Nam
","8,3", · 104 đánh giá,"
3,5 km
","
1 giường đôi cực lớn

",41 m²,"
VND 1.852.040
"
686,apartment,"
76 Yen Phu Street, Quận Tây Hồ, Hà Nội, Việt Nam
","8,3", · 104 đánh giá,"
3,5 km
","
1 giường đôi cực lớn

",41 m²,"
VND 2.237.882
"
687,apartment,"
76 Yen Phu Street, Quận Tây Hồ, Hà Nội, Việt Nam
","8,3", · 104 đánh giá,"
3,5 km
",,0,"
VND 1.852.040
"
691,apartment,"
No.2 Tay Ho Road, Quang An ward, Tay Ho District, Quận Tây Hồ, Hà Nội, Việt Nam
","9,1", · 83 đánh giá,"
5 km
",,Căn hộ nguyên căn,"
VND 2.358.720
"
692,apartment,"
No.2 Tay Ho Road, Quang An ward, Tay Ho District, Quận Tây Hồ, Hà Nội, Việt Nam
","9,1", · 83 đánh giá,"
5 km
",,Căn hộ nguyên căn,"
VND 2.948.400
"
693,apartment,"
No.2 Tay Ho Road, Quang An ward, Tay Ho District, Quận Tây Hồ, Hà Nội, Việt Nam
","9,1", · 83 đánh giá,"
5 km
",,Căn hộ nguyên căn,"
VND 4.218.480
"
694,apartment,"
No.2 Tay Ho Road, Quang An ward, Tay Ho District, Quận Tây Hồ, Hà Nội, Việt Nam
","9,1", · 83 đánh giá,"
5 km
",,Căn hộ nguyên căn,"
VND 4.399.920
"
695,apartment,"
Ngõ 123 Hoàng Quốc Việt Nhà số 1, Cau Giay, Hà Nội, Việt Nam
","8,3", · 138 đánh giá,"
5,4 km
","
1 giường đôi cực lớn

",Studio nguyên căn,"
VND 700.000
"
696,apartment,"
472 Đường Lạc Long Quân, Quận Tây Hồ, Hà Nội, Việt Nam
","8,3", · 17 đánh giá,"
6,2 km
",,Căn hộ nguyên căn,"
VND 635.000
"
697,apartment,"
472 Đường Lạc Long Quân, Quận Tây Hồ, Hà Nội, Việt Nam
","8,3", · 17 đánh giá,"
6,2 km
",,Căn hộ nguyên căn,"
VND 690.000
"
698,apartment,"
472 Đường Lạc Long Quân, Quận Tây Hồ, Hà Nội, Việt Nam
","8,3", · 17 đánh giá,"
6,2 km
",,Căn hộ nguyên căn,"
VND 635.000
"
699,apartment,"
10B Dang Thai Mai Street, Quận Tây Hồ, Hà Nội, Việt Nam
","8,8", · 160 đánh giá,0,"
1 giường đôi lớn

",50 m²,"
                        

    VND 1.940.287


					"
700,apartment,"
10B Dang Thai Mai Street, Quận Tây Hồ, Hà Nội, Việt Nam
","8,8", · 160 đánh giá,0,"
1 giường đôi lớn

",86 m²,"
VND 2.169.554
"
701,apartment,"
10B Dang Thai Mai Street, Quận Tây Hồ, Hà Nội, Việt Nam
","8,8", · 160 đánh giá,0,,123 m²,"
VND 2.516.683
"
702,apartment,"
10B Dang Thai Mai Street, Quận Tây Hồ, Hà Nội, Việt Nam
","8,8", · 160 đánh giá,0,,135 m²,"
VND 3.124.158
"
703,apartment,"
10B Dang Thai Mai Street, Quận Tây Hồ, Hà Nội, Việt Nam
","8,8", · 160 đánh giá,0,,123 m²,"
VND 4.512.673
"
704,apartment,"
10B Dang Thai Mai Street, Quận Tây Hồ, Hà Nội, Việt Nam
","8,8", · 160 đánh giá,0,,135 m²,"
VND 6.016.897
"
705,apartment,"
10B Dang Thai Mai Street, Quận Tây Hồ, Hà Nội, Việt Nam
","8,8", · 160 đánh giá,0,,0,"
VND 3.991.979
"
706,apartment,"
119 Trần Duy Hưng, Cau Giay, Hà Nội, Việt Nam
","8,5", · 21 đánh giá,"
6,3 km
",,Căn hộ nguyên căn,"
VND 955.000
"
707,apartment,"
119 Trần Duy Hưng, Cau Giay, Hà Nội, Việt Nam
","8,5", · 21 đánh giá,"
6,3 km
",,Căn hộ nguyên căn,"
VND 979.000
"
708,apartment,"
119 Trần Duy Hưng, Cau Giay, Hà Nội, Việt Nam
","8,5", · 21 đánh giá,"
6,3 km
",,Căn hộ nguyên căn,"
VND 999.000
"
