type_hotel,location,rating,reviewer,distance,type_bed,area,price
131,hotel,"
34 Hang Tre Street, Quận Hoàn Kiếm, Hà Nội, Việt Nam
","9,3", · 494 đánh giá,"
2,3 km
","
1 giường đơn

",40 m²,"
VND 1.848.000
"
132,hotel,"
34 Hang Tre Street, Quận Hoàn Kiếm, Hà Nội, Việt Nam
","9,3", · 494 đánh giá,"
2,3 km
","
1 giường đôi cực lớn

",45 m²,"
VND 2.128.000
"
133,local hotel,"
Phan Kế Bính Số 148, Quận Ba Đình, Hà Nội, Việt Nam
","9,0", · 32 đánh giá,"
4,6 km
","
1 giường đôi lớn

",Studio nguyên căn,"
VND 1.270.114
"
134,local hotel,"
Phan Kế Bính Số 148, Quận Ba Đình, Hà Nội, Việt Nam
","9,0", · 32 đánh giá,"
4,6 km
","
2 giường đơn

",Căn hộ nguyên căn,"
VND 2.763.429
"
135,local hotel,"
Phan Kế Bính Số 148, Quận Ba Đình, Hà Nội, Việt Nam
","9,0", · 32 đánh giá,"
4,6 km
","
1 giường đôi lớn

",Studio nguyên căn,"
VND 2.944.114
"
136,local hotel,"
Phan Kế Bính Số 148, Quận Ba Đình, Hà Nội, Việt Nam
","9,0", · 32 đánh giá,"
4,6 km
","
2 giường đơn

",Căn hộ nguyên căn,"
VND 1.845.238
"
137,local hotel,"
29 Liễu Giai Vinhomes Metropolis, Quận Ba Đình, Hà Nội, Việt Nam
","9,5", · 47 đánh giá,"
3,9 km
",,60 m²,"
VND 3.980.000
"
138,local hotel,"
29 Liễu Giai Vinhomes Metropolis, Quận Ba Đình, Hà Nội, Việt Nam
","9,5", · 47 đánh giá,"
3,9 km
",,75 m²,"
VND 3.980.000
"
139,local hotel,"
29 Liễu Giai Vinhomes Metropolis, Quận Ba Đình, Hà Nội, Việt Nam
","9,5", · 47 đánh giá,"
3,9 km
",,80 m²,"
VND 5.560.000
"
140,local hotel,"
29 Liễu Giai Vinhomes Metropolis, Quận Ba Đình, Hà Nội, Việt Nam
","9,5", · 47 đánh giá,"
3,9 km
",,85 m²,"
VND 5.580.000
"
141,local hotel,"
29 Liễu Giai Vinhomes Metropolis, Quận Ba Đình, Hà Nội, Việt Nam
","9,5", · 47 đánh giá,"
3,9 km
",,85 m²,"
VND 5.580.000
"
142,local hotel,"
29 Liễu Giai Vinhomes Metropolis, Quận Ba Đình, Hà Nội, Việt Nam
","9,5", · 47 đánh giá,"
3,9 km
",,85 m²,"
VND 5.580.000
"
143,local hotel,"
29 Liễu Giai Vinhomes Metropolis, Quận Ba Đình, Hà Nội, Việt Nam
","9,5", · 47 đánh giá,"
3,9 km
",,85 m²,"
VND 5.780.000
"
144,local hotel,"
29 Liễu Giai Vinhomes Metropolis, Quận Ba Đình, Hà Nội, Việt Nam
","9,5", · 47 đánh giá,"
3,9 km
",,85 m²,"
VND 5.780.000
"
145,local hotel,"
29 Liễu Giai Vinhomes Metropolis, Quận Ba Đình, Hà Nội, Việt Nam
","9,5", · 47 đánh giá,"
3,9 km
",,110 m²,"
VND 7.000.000
"
146,local hotel,"
29 Liễu Giai Vinhomes Metropolis, Quận Ba Đình, Hà Nội, Việt Nam
","9,5", · 47 đánh giá,"
3,9 km
",,150 m²,"
VND 8.300.000
"
147,local hotel,"
11 Lieu Giai, Ba Dinh, Quận Ba Đình, Hà Nội, Việt Nam
","8,4", · 100 đánh giá,"
3,9 km
","
1 giường đôi lớn

",28 m²,"
VND 3.780.000
"
148,local hotel,"
11 Lieu Giai, Ba Dinh, Quận Ba Đình, Hà Nội, Việt Nam
","8,4", · 100 đánh giá,"
3,9 km
","
2 giường đơn

",35 m²,"
VND 3.465.000
"
149,local hotel,"
11 Lieu Giai, Ba Dinh, Quận Ba Đình, Hà Nội, Việt Nam
","8,4", · 100 đánh giá,"
3,9 km
","
1 giường đôi cực lớn

",43 m²,"
VND 4.095.000
"
150,local hotel,"
11 Lieu Giai, Ba Dinh, Quận Ba Đình, Hà Nội, Việt Nam
","8,4", · 100 đánh giá,"
3,9 km
","
1 giường đôi cực lớn

",50 m²,"
VND 3.780.000
"
151,local hotel,"
11 Lieu Giai, Ba Dinh, Quận Ba Đình, Hà Nội, Việt Nam
","8,4", · 100 đánh giá,"
3,9 km
",,55 m²,"
VND 4.410.000
"
152,local hotel,"
82, Dao Tan Street, Ba Dinh District, Quận Ba Đình, Hà Nội, Việt Nam
","8,4", · 60 đánh giá,"
4,8 km
","
1 giường đôi lớn

",18 m²,"
VND 2.193.714
"
153,local hotel,"
82, Dao Tan Street, Ba Dinh District, Quận Ba Đình, Hà Nội, Việt Nam
","8,4", · 60 đánh giá,"
4,8 km
","
2 giường đơn

",22 m²,"
VND 2.659.410
"
154,local hotel,"
82, Dao Tan Street, Ba Dinh District, Quận Ba Đình, Hà Nội, Việt Nam
","8,4", · 60 đánh giá,"
4,8 km
","
2 giường đơn

",25 m²,"
VND 2.128.230
"
155,local hotel,"
82, Dao Tan Street, Ba Dinh District, Quận Ba Đình, Hà Nội, Việt Nam
","8,4", · 60 đánh giá,"
4,8 km
","
1 giường đôi lớn

",35 m²,"
VND 2.467.476
"
156,local hotel,"
69 Nguyễn Trường Tộ, Trúc Bạch, Ba Đình, Hanoi, Vietnam, Quận Ba Đình, Hà Nội, Việt Nam
","9,4", · 26 đánh giá,"
2,3 km
","
1 giường đôi lớn

",Studio nguyên căn,"
VND 2.960.000
"
157,local hotel,"
69 Nguyễn Trường Tộ, Trúc Bạch, Ba Đình, Hanoi, Vietnam, Quận Ba Đình, Hà Nội, Việt Nam
","9,4", · 26 đánh giá,"
2,3 km
","
1 giường đôi lớn

",Studio nguyên căn,"
VND 3.280.000
"
158,local hotel,"
69 Nguyễn Trường Tộ, Trúc Bạch, Ba Đình, Hanoi, Vietnam, Quận Ba Đình, Hà Nội, Việt Nam
","9,4", · 26 đánh giá,"
2,3 km
","
1 giường đôi lớn

",Studio nguyên căn,"
VND 3.600.000
"
159,local hotel,"
số 30A, Ngõ 173 Hoàng Hoa Thám. phường Ngọc Hà, quận Ba Đình Tòa nhà 6 tầng, Quận Ba Đình, Hà Nội, Việt Nam
","9,9", · 15 đánh giá,"
2,9 km
","
1 giường đôi cực lớn

",Studio nguyên căn,"
VND 1.100.000
"
160,local hotel,"
số 30A, Ngõ 173 Hoàng Hoa Thám. phường Ngọc Hà, quận Ba Đình Tòa nhà 6 tầng, Quận Ba Đình, Hà Nội, Việt Nam
","9,9", · 15 đánh giá,"
2,9 km
","
1 giường đôi cực lớn

",Studio nguyên căn,"
VND 1.100.000
"
161,local hotel,"
số 30A, Ngõ 173 Hoàng Hoa Thám. phường Ngọc Hà, quận Ba Đình Tòa nhà 6 tầng, Quận Ba Đình, Hà Nội, Việt Nam
","9,9", · 15 đánh giá,"
2,9 km
","
1 giường đôi cực lớn

",Studio nguyên căn,"
VND 1.100.000
"
162,local hotel,"
số 30A, Ngõ 173 Hoàng Hoa Thám. phường Ngọc Hà, quận Ba Đình Tòa nhà 6 tầng, Quận Ba Đình, Hà Nội, Việt Nam
","9,9", · 15 đánh giá,"
2,9 km
","
1 giường đôi cực lớn

",Studio nguyên căn,"
VND 1.100.000
"
163,local hotel,"
số 30A, Ngõ 173 Hoàng Hoa Thám. phường Ngọc Hà, quận Ba Đình Tòa nhà 6 tầng, Quận Ba Đình, Hà Nội, Việt Nam
","9,9", · 15 đánh giá,"
2,9 km
","
1 giường đôi cực lớn

",Studio nguyên căn,"
VND 1.100.000
"
164,local hotel,"
17E Phan Dinh Phung, Quận Ba Đình, Hà Nội, Việt Nam
","9,0", · 1.407 đánh giá,"
1,9 km
","
2 giường đơn

",18 m²,"
VND 924.160
"
165,local hotel,"
17E Phan Dinh Phung, Quận Ba Đình, Hà Nội, Việt Nam
","9,0", · 1.407 đánh giá,"
1,9 km
","
1 giường đôi lớn

",20 m²,"
VND 1.155.200
"
166,local hotel,"
17E Phan Dinh Phung, Quận Ba Đình, Hà Nội, Việt Nam
","9,0", · 1.407 đánh giá,"
1,9 km
","
1 giường đôi lớn

",30 m²,"
VND 1.265.400
"
167,local hotel,"
17E Phan Dinh Phung, Quận Ba Đình, Hà Nội, Việt Nam
","9,0", · 1.407 đánh giá,"
1,9 km
","
1 giường đơn

",30 m²,"
VND 1.406.000
"
168,local hotel,"
54 Lieu Giai Street, Quận Ba Đình, Hà Nội, Việt Nam
","9,1", · 579 đánh giá,0,"
1 giường đôi cực lớn

",42 m²,"
VND 6.129.423
"
169,local hotel,"
54 Lieu Giai Street, Quận Ba Đình, Hà Nội, Việt Nam
","9,1", · 579 đánh giá,0,"
1 giường đôi cực lớn

",42 m²,"
VND 6.129.423
"
170,local hotel,"
54 Lieu Giai Street, Quận Ba Đình, Hà Nội, Việt Nam
","9,1", · 579 đánh giá,0,,61 m²,"
VND 7.000.175
"
171,local hotel,"
54 Lieu Giai Street, Quận Ba Đình, Hà Nội, Việt Nam
","9,1", · 579 đánh giá,0,,61 m²,"
VND 8.261.397
"
172,local hotel,"
54 Lieu Giai Street, Quận Ba Đình, Hà Nội, Việt Nam
","9,1", · 579 đánh giá,0,,99 m²,"
VND 6.201.175
"
173,local hotel,"
54 Lieu Giai Street, Quận Ba Đình, Hà Nội, Việt Nam
","9,1", · 579 đánh giá,0,,147 m²,"
VND 7.355.331
"
174,local hotel,"
8 Ngõ 55 Đường Hoàng Hoa Thám, Quận Ba Đình, Hà Nội, Việt Nam
",10, · 6 đánh giá,0,"
1 giường đôi cực lớn

",Studio nguyên căn,"
VND 1.100.000
"
175,local hotel,"
8 Ngõ 55 Đường Hoàng Hoa Thám, Quận Ba Đình, Hà Nội, Việt Nam
",10, · 6 đánh giá,0,"
1 giường đôi cực lớn

",Studio nguyên căn,"
VND 1.100.000
"
177,local hotel,"
8 Ngõ 55 Đường Hoàng Hoa Thám, Quận Ba Đình, Hà Nội, Việt Nam
",10, · 6 đánh giá,0,"
1 giường đôi cực lớn

",Studio nguyên căn,"
VND 1.100.000
"
178,local hotel,"
143 Kim Mã, Quận Ba Đình, Hà Nội, Việt Nam
","8,6", · 205 đánh giá,"
2,8 km
","
1 giường đôi cực lớn

",25 m²,"
VND 649.800
"
179,local hotel,"
143 Kim Mã, Quận Ba Đình, Hà Nội, Việt Nam
","8,6", · 205 đánh giá,"
2,8 km
","
1 giường đôi cực lớn

",25 m²,"
VND 1.555.200
"
180,local hotel,"
143 Kim Mã, Quận Ba Đình, Hà Nội, Việt Nam
","8,6", · 205 đánh giá,"
2,8 km
","
1 giường đôi cực lớn

",25 m²,"
VND 1.684.210
"
181,local hotel,"
143 Kim Mã, Quận Ba Đình, Hà Nội, Việt Nam
","8,6", · 205 đánh giá,"
2,8 km
","
1 giường đôi cực lớn

",30 m²,"
VND 1.964.912
"
182,local hotel,"
143 Kim Mã, Quận Ba Đình, Hà Nội, Việt Nam
","8,6", · 205 đánh giá,"
2,8 km
","
1 giường đôi cực lớn

",25 m²,"
VND 2.245.614
"
183,local hotel,"
6B Lang Ha Street, Quận Ba Đình, Hà Nội, Việt Nam
","7,1", · 44 đánh giá,"
3,6 km
","
2 giường đơn

",25 m²,"
                VND 3.372.761
            "
184,local hotel,"
6B Lang Ha Street, Quận Ba Đình, Hà Nội, Việt Nam
","7,1", · 44 đánh giá,"
3,6 km
","
1 giường đôi lớn

",25 m²,"
VND 3.898.800
"
185,local hotel,"
6B Lang Ha Street, Quận Ba Đình, Hà Nội, Việt Nam
","7,1", · 44 đánh giá,"
3,6 km
","
2 giường đơn

",60 m²,"
VND 4.546.800
"
186,local hotel,"
6B Lang Ha Street, Quận Ba Đình, Hà Nội, Việt Nam
","7,1", · 44 đánh giá,"
3,6 km
","
1 giường đôi lớn

",0,"
VND 3.639.600
"
187,local hotel,"
Ngõ 99 Phố Lê Hồng Phong, Quận Ba Đình, Hà Nội, Việt Nam
",10, · 3 đánh giá,"
2,4 km
","
1 giường đôi cực lớn

",Studio nguyên căn,"
VND 920.000
"
188,local hotel,"
Ngõ 99 Phố Lê Hồng Phong, Quận Ba Đình, Hà Nội, Việt Nam
",10, · 3 đánh giá,"
2,4 km
","
1 giường đôi cực lớn

",Studio nguyên căn,"
VND 966.000
"
189,local hotel,"
Ngõ 99 Phố Lê Hồng Phong, Quận Ba Đình, Hà Nội, Việt Nam
",10, · 3 đánh giá,"
2,4 km
","
1 giường đôi cực lớn

",Studio nguyên căn,"
VND 960.000
"
190,local hotel,"
Ngõ 99 Phố Lê Hồng Phong, Quận Ba Đình, Hà Nội, Việt Nam
",10, · 3 đánh giá,"
2,4 km
","
1 giường đôi cực lớn

",Studio nguyên căn,"
VND 1.008.000
"
191,local hotel,"
59 Nguyen Khac Hieu, Truc Bach, Ba Dinh, Quận Ba Đình, Hà Nội, Việt Nam
","9,0", · 200 đánh giá,0,,Căn hộ nguyên căn,"
VND 1.200.000
"
192,local hotel,"
59 Nguyen Khac Hieu, Truc Bach, Ba Dinh, Quận Ba Đình, Hà Nội, Việt Nam
","9,0", · 200 đánh giá,0,,Căn hộ nguyên căn,"
VND 1.260.000
"
193,local hotel,"
59 Nguyen Khac Hieu, Truc Bach, Ba Dinh, Quận Ba Đình, Hà Nội, Việt Nam
","9,0", · 200 đánh giá,0,,Căn hộ nguyên căn,"
VND 1.380.000
"
194,local hotel,"
45 Hang Bun , Quận Ba Đình, Hà Nội, Việt Nam
","8,2", · 62 đánh giá,"
2,4 km
","
1 giường đôi cực lớn

",25 m²,"
VND 1.100.000
"
195,local hotel,"
45 Hang Bun , Quận Ba Đình, Hà Nội, Việt Nam
","8,2", · 62 đánh giá,"
2,4 km
","
1 giường đôi lớn

",25 m²,"
VND 1.300.000
"
196,local hotel,"
45 Hang Bun , Quận Ba Đình, Hà Nội, Việt Nam
","8,2", · 62 đánh giá,"
2,4 km
","
2 giường đơn

",45 m²,"
VND 1.700.000
"
197,local hotel,"
45 Hang Bun , Quận Ba Đình, Hà Nội, Việt Nam
","8,2", · 62 đánh giá,"
2,4 km
","
1 giường đôi lớn

",30 m²,"
VND 1.700.000
"
198,local hotel,"
45 Hang Bun , Quận Ba Đình, Hà Nội, Việt Nam
","8,2", · 62 đánh giá,"
2,4 km
","
3 giường đơn

",50 m²,"
VND 2.600.000
"
199,local hotel,"
62 Phạm Huy Thông Ngọc Khánh , Ba Đình , Hanoi , Vietnam, Quận Ba Đình, Hà Nội, Việt Nam
","9,4", · 225 đánh giá,"
4,4 km
","
1 giường đôi lớn

",18 m²,"
VND 1.120.000
"
200,local hotel,"
62 Phạm Huy Thông Ngọc Khánh , Ba Đình , Hanoi , Vietnam, Quận Ba Đình, Hà Nội, Việt Nam
","9,4", · 225 đánh giá,"
4,4 km
","
1 giường đôi lớn

",22 m²,"
VND 1.398.000
"
201,local hotel,"
62 Phạm Huy Thông Ngọc Khánh , Ba Đình , Hanoi , Vietnam, Quận Ba Đình, Hà Nội, Việt Nam
","9,4", · 225 đánh giá,"
4,4 km
","
2 giường đôi lớn

",22 m²,"
VND 1.260.000
"
203,local hotel,"
Số 1 ngõ 7 Liễu Giai, Quận Ba Đình, Hà Nội, Việt Nam
","9,0", · 56 đánh giá,"
3,9 km
","
1 giường đôi cực lớn

",Studio nguyên căn,"
VND 1.700.000
"
205,local hotel,"
B7 Giảng Võ, Quận Ba Đình, Hà Nội, Việt Nam
","9,5", · 43 đánh giá,0,"
2 giường đơn

",45 m²,"
VND 5.180.000
"
206,local hotel,"
B7 Giảng Võ, Quận Ba Đình, Hà Nội, Việt Nam
","9,5", · 43 đánh giá,0,"
1 giường đôi cực lớn

",48 m²,"
VND 6.580.000
"
207,local hotel,"
B7 Giảng Võ, Quận Ba Đình, Hà Nội, Việt Nam
","9,5", · 43 đánh giá,0,"
1 giường sofa

",50 m²,"
VND 7.180.000
"
208,local hotel,"
B7 Giảng Võ, Quận Ba Đình, Hà Nội, Việt Nam
","9,5", · 43 đánh giá,0,"
2 giường đơn

",46 m²,"
VND 8.580.000
"
209,local hotel,"
B7 Giảng Võ, Quận Ba Đình, Hà Nội, Việt Nam
","9,5", · 43 đánh giá,0,"
1 giường đôi cực lớn

",46 m²,"
VND 5.880.000
"
210,local hotel,"
B7 Giảng Võ, Quận Ba Đình, Hà Nội, Việt Nam
","9,5", · 43 đánh giá,0,"
2 giường đơn

",78 m²,"
VND 5.980.000
"
211,local hotel,"
B7 Giảng Võ, Quận Ba Đình, Hà Nội, Việt Nam
","9,5", · 43 đánh giá,0,,90 m²,"
VND 7.380.000
"
212,local hotel,"
146 Giảng Võ, Quận Ba Đình, Hà Nội, Việt Nam
","8,8", · 209 đánh giá,0,"
1 giường đôi cực lớn

",32 m²,"
                VND 2.982.787
            "
213,local hotel,"
146 Giảng Võ, Quận Ba Đình, Hà Nội, Việt Nam
","8,8", · 209 đánh giá,0,"
2 giường đơn

",38 m²,"
VND 3.216.510
"
214,local hotel,"
146 Giảng Võ, Quận Ba Đình, Hà Nội, Việt Nam
","8,8", · 209 đánh giá,0,"
1 giường đôi cực lớn

",38 m²,"
VND 4.327.052
"
215,local hotel,"
146 Giảng Võ, Quận Ba Đình, Hà Nội, Việt Nam
","8,8", · 209 đánh giá,0,"
1 giường đôi cực lớn

",46 m²,"
VND 4.543.405
"
216,local hotel,"
146 Giảng Võ, Quận Ba Đình, Hà Nội, Việt Nam
","8,8", · 209 đánh giá,0,"
2 giường đơn

",65 m²,"
VND 3.672.900
"
217,local hotel,"
146 Giảng Võ, Quận Ba Đình, Hà Nội, Việt Nam
","8,8", · 209 đánh giá,0,,76 m²,"
VND 4.554.396
"
218,local hotel,"
146 Giảng Võ, Quận Ba Đình, Hà Nội, Việt Nam
","8,8", · 209 đánh giá,0,,0,"
VND 4.782.116
"
219,local hotel,"
99 Lane 135 Doi Can street, Ba Dinh district, Hanoi, Vietnam, Quận Ba Đình, Hà Nội, Việt Nam
","8,5", · 132 đánh giá,"
2,6 km
","
1 giường đôi cực lớn

",17 m²,"
VND 733.320
"
220,local hotel,"
99 Lane 135 Doi Can street, Ba Dinh district, Hanoi, Vietnam, Quận Ba Đình, Hà Nội, Việt Nam
","8,5", · 132 đánh giá,"
2,6 km
","
1 giường đôi cực lớn

",18 m²,"
VND 995.220
"
221,local hotel,"
99 Lane 135 Doi Can street, Ba Dinh district, Hanoi, Vietnam, Quận Ba Đình, Hà Nội, Việt Nam
","8,5", · 132 đánh giá,"
2,6 km
","
1 giường tầng

",25 m²,"
VND 261.900
"
222,local hotel,"
29 Liễu Giai, Quận Ba Đình, Hà Nội, Việt Nam
","8,5", · 25 đánh giá,"
3,9 km
",,Căn hộ nguyên căn,"
VND 3.940.000
"
223,local hotel,"
29 Liễu Giai, Quận Ba Đình, Hà Nội, Việt Nam
","8,5", · 25 đánh giá,"
3,9 km
",,Căn hộ nguyên căn,"
VND 5.900.000
"
224,local hotel,"
29 Liễu Giai, Quận Ba Đình, Hà Nội, Việt Nam
","8,5", · 25 đánh giá,"
3,9 km
",,Căn hộ nguyên căn,"
VND 9.998.000
"
225,local hotel,"
Số 3 ngõ 77 lê hồng phong, ba đình, Quận Ba Đình, Hà Nội, Việt Nam
","7,9", · 111 đánh giá,"
2,4 km
",,Căn hộ nguyên căn,"
VND 810.000
"
226,local hotel,"
Số 3 ngõ 77 lê hồng phong, ba đình, Quận Ba Đình, Hà Nội, Việt Nam
","7,9", · 111 đánh giá,"
2,4 km
",,Căn hộ nguyên căn,"
VND 900.000
"
227,local hotel,"
Số 3 ngõ 77 lê hồng phong, ba đình, Quận Ba Đình, Hà Nội, Việt Nam
","7,9", · 111 đánh giá,"
2,4 km
",,Căn hộ nguyên căn,"
VND 810.000
"
228,local hotel,"
160 Ngọc Hà 20, tầng 1, Quận Ba Đình, Hà Nội, Việt Nam
","7,7", · 112 đánh giá,"
2,7 km
","
1 giường tầng

",50 m²,"
VND 540.000
"
229,local hotel,"
160 Ngọc Hà 20, tầng 1, Quận Ba Đình, Hà Nội, Việt Nam
","7,7", · 112 đánh giá,"
2,7 km
","
2 giường đôi lớn

",30 m²,"
VND 700.000
"
230,local hotel,"
160 Ngọc Hà 20, tầng 1, Quận Ba Đình, Hà Nội, Việt Nam
","7,7", · 112 đánh giá,"
2,7 km
","
1 giường đôi lớn

",30 m²,"
VND 800.000
"
231,local hotel,"
160 Ngọc Hà 20, tầng 1, Quận Ba Đình, Hà Nội, Việt Nam
","7,7", · 112 đánh giá,"
2,7 km
","
4 giường tầng

",30 m²,"
VND 500.000
"
232,local hotel,"
160 Ngọc Hà 20, tầng 1, Quận Ba Đình, Hà Nội, Việt Nam
","7,7", · 112 đánh giá,"
2,7 km
","
4 giường tầng

",40 m²,"
VND 540.000
"
233,local hotel,"
160 Ngọc Hà 20, tầng 1, Quận Ba Đình, Hà Nội, Việt Nam
","7,7", · 112 đánh giá,"
2,7 km
","
2 giường đôi

",30 m²,"
VND 486.000
"
234,local hotel,"
109 Ngõ 189 Hoàng Hoa Thám, Quận Ba Đình, Hà Nội, Việt Nam
",0,0,0,"
1 giường đôi lớn

",35 m²,"
VND 577.500
"
235,local hotel,"
87 Nguyễn Trường Tộ Truc Bach Ward, Ba Dinh District, Hanoi, Quận Ba Đình, Hà Nội, Việt Nam
","9,1", · 45 đánh giá,"
2,5 km
","
2 giường đơn

",25 m²,"
VND 2.034.900
"
236,local hotel,"
87 Nguyễn Trường Tộ Truc Bach Ward, Ba Dinh District, Hanoi, Quận Ba Đình, Hà Nội, Việt Nam
","9,1", · 45 đánh giá,"
2,5 km
","
1 giường đôi

",30 m²,"
VND 2.394.000
"
237,local hotel,"
87 Nguyễn Trường Tộ Truc Bach Ward, Ba Dinh District, Hanoi, Quận Ba Đình, Hà Nội, Việt Nam
","9,1", · 45 đánh giá,"
2,5 km
","
2 giường đơn

",33 m²,"
VND 2.356.200
"
238,local hotel,"
87 Nguyễn Trường Tộ Truc Bach Ward, Ba Dinh District, Hanoi, Quận Ba Đình, Hà Nội, Việt Nam
","9,1", · 45 đánh giá,"
2,5 km
","
1 giường đôi lớn

",35 m²,"
VND 2.772.000
"
239,local hotel,"
87 Nguyễn Trường Tộ Truc Bach Ward, Ba Dinh District, Hanoi, Quận Ba Đình, Hà Nội, Việt Nam
","9,1", · 45 đánh giá,"
2,5 km
","
2 giường đơn

",45 m²,"
VND 2.677.500
"
240,local hotel,"
20 Linh Lang, Quận Ba Đình, Hà Nội, Việt Nam
","9,1", · 49 đánh giá,"
4,5 km
","
1 giường đôi cực lớn

",Căn hộ nguyên căn,"
VND 1.450.000
"
242,local hotel,"
20 Linh Lang, Quận Ba Đình, Hà Nội, Việt Nam
","9,1", · 49 đánh giá,"
4,5 km
",,Căn hộ nguyên căn,"
VND 1.500.000
"
243,local hotel,"
20 Linh Lang, Quận Ba Đình, Hà Nội, Việt Nam
","9,1", · 49 đánh giá,"
4,5 km
",,Căn hộ nguyên căn,"
VND 1.500.000
"
244,local hotel,"
Phan Kế Bính Số 148, Quận Ba Đình, Hà Nội, Việt Nam
","9,0", · 32 đánh giá,"
4,6 km
","
1 giường đôi lớn

",Studio nguyên căn,"
VND 1.270.114
"
245,local hotel,"
Phan Kế Bính Số 148, Quận Ba Đình, Hà Nội, Việt Nam
","9,0", · 32 đánh giá,"
4,6 km
","
2 giường đơn

",Căn hộ nguyên căn,"
VND 2.763.429
"
246,local hotel,"
Phan Kế Bính Số 148, Quận Ba Đình, Hà Nội, Việt Nam
","9,0", · 32 đánh giá,"
4,6 km
","
1 giường đôi lớn

",Studio nguyên căn,"
VND 2.944.114
"
247,local hotel,"
Phan Kế Bính Số 148, Quận Ba Đình, Hà Nội, Việt Nam
","9,0", · 32 đánh giá,"
4,6 km
","
2 giường đơn

",Căn hộ nguyên căn,"
VND 1.845.238
"
248,local hotel,"
29 Liễu Giai Vinhomes Metropolis, Quận Ba Đình, Hà Nội, Việt Nam
","9,5", · 47 đánh giá,"
3,9 km
",,60 m²,"
VND 3.980.000
"
249,local hotel,"
29 Liễu Giai Vinhomes Metropolis, Quận Ba Đình, Hà Nội, Việt Nam
","9,5", · 47 đánh giá,"
3,9 km
",,75 m²,"
VND 3.980.000
"
250,local hotel,"
29 Liễu Giai Vinhomes Metropolis, Quận Ba Đình, Hà Nội, Việt Nam
","9,5", · 47 đánh giá,"
3,9 km
",,80 m²,"
VND 5.560.000
"
251,local hotel,"
29 Liễu Giai Vinhomes Metropolis, Quận Ba Đình, Hà Nội, Việt Nam
","9,5", · 47 đánh giá,"
3,9 km
",,85 m²,"
VND 5.580.000
"
252,local hotel,"
29 Liễu Giai Vinhomes Metropolis, Quận Ba Đình, Hà Nội, Việt Nam
","9,5", · 47 đánh giá,"
3,9 km
",,85 m²,"
VND 5.580.000
"
253,local hotel,"
29 Liễu Giai Vinhomes Metropolis, Quận Ba Đình, Hà Nội, Việt Nam
","9,5", · 47 đánh giá,"
3,9 km
",,85 m²,"
VND 5.580.000
"
254,local hotel,"
29 Liễu Giai Vinhomes Metropolis, Quận Ba Đình, Hà Nội, Việt Nam
","9,5", · 47 đánh giá,"
3,9 km
",,85 m²,"
VND 5.780.000
"
255,local hotel,"
29 Liễu Giai Vinhomes Metropolis, Quận Ba Đình, Hà Nội, Việt Nam
","9,5", · 47 đánh giá,"
3,9 km
",,85 m²,"
VND 5.780.000
"
